5/10/2021 11:49:07 AM Se conecto con ip:168.196.245.137
5/10/2021 11:52:51 AM Se conecto con ip:168.196.245.137
5/10/2021 11:56:06 AM Se conecto con ip:168.196.245.137
5/10/2021 12:00:48 PM Se conecto con ip:168.196.245.137
5/10/2021 12:02:29 PM Se conecto con ip:168.196.245.137
5/10/2021 12:07:48 PM Se conecto con ip:168.196.245.137
5/10/2021 12:08:13 PM /TELEPLOC a x:287 Y:415 Map:1
5/10/2021 12:08:13 PM /TELEPLOC a x:287 Y:415 Map:1
5/10/2021 12:08:14 PM /TELEPLOC a x:287 Y:415 Map:1
5/10/2021 12:08:15 PM /TELEPLOC a x:287 Y:415 Map:1
5/10/2021 12:08:16 PM /TELEPLOC a x:287 Y:415 Map:1
5/10/2021 12:08:28 PM /TELEPLOC a x:287 Y:415 Map:1
5/10/2021 12:08:30 PM /TELEPLOC a x:287 Y:415 Map:1
5/10/2021 12:08:31 PM /TELEPLOC a x:287 Y:415 Map:1
5/10/2021 12:08:33 PM /TELEPLOC a x:287 Y:415 Map:1
5/10/2021 12:08:40 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:08:41 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:08:42 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:08:42 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:08:44 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:08:45 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:08:58 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:09:03 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:09:03 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:09:04 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:09:05 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:09:07 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:09:12 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:09:12 PM /TELEPLOC a x:613 Y:917 Map:1
5/10/2021 12:24:57 PM Se conecto con ip:168.196.245.137
5/10/2021 12:26:51 PM Se conecto con ip:168.196.245.137
5/10/2021 12:27:56 PM Se conecto con ip:168.196.245.137
5/10/2021 12:29:18 PM Se conecto con ip:168.196.245.137
5/10/2021 12:30:00 PM Se conecto con ip:168.196.245.137
5/10/2021 12:31:20 PM Se conecto con ip:168.196.245.137
5/10/2021 12:33:37 PM Se conecto con ip:168.196.245.137
5/10/2021 12:34:06 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 12:34:24 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 12:34:28 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 12:34:31 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 12:34:37 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 12:34:43 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 12:35:12 PM Se conecto con ip:168.196.245.137
5/10/2021 12:35:19 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 12:35:21 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 12:35:25 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 12:35:28 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 12:38:08 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 12:38:10 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 12:41:28 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 12:41:30 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 12:44:44 PM Se conecto con ip:168.196.245.137
5/10/2021 12:45:39 PM Se conecto con ip:168.196.245.137
5/10/2021 12:47:42 PM /TELEPLOC a x:270 Y:1290 Map:1
5/10/2021 12:53:51 PM Se conecto con ip:168.196.245.137
5/10/2021 1:02:23 PM Se conecto con ip:168.196.245.137
5/10/2021 1:02:44 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 1:02:47 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 1:02:56 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 1:02:58 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 1:05:45 PM Se conecto con ip:168.196.245.137
5/10/2021 1:07:17 PM Se conecto con ip:168.196.245.137
5/10/2021 1:08:36 PM Se conecto con ip:168.196.245.137
5/10/2021 1:15:22 PM Se conecto con ip:168.196.245.137
5/10/2021 1:17:38 PM Se conecto con ip:168.196.245.137
5/10/2021 1:19:13 PM Se conecto con ip:168.196.245.137
5/10/2021 1:22:23 PM Se conecto con ip:168.196.245.137
5/10/2021 1:23:03 PM Se conecto con ip:168.196.245.137
5/10/2021 1:27:31 PM Se conecto con ip:168.196.245.137
5/10/2021 1:49:07 PM Se conecto con ip:62.83.19.236
5/10/2021 1:50:27 PM Se conecto con ip:168.196.245.137
5/10/2021 1:52:02 PM Se conecto con ip:168.196.245.137
5/10/2021 1:52:31 PM Se conecto con ip:168.196.245.137
5/10/2021 1:52:49 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 1:52:51 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 1:53:21 PM Se conecto con ip:168.196.245.137
5/10/2021 1:54:05 PM Se conecto con ip:168.196.245.137
5/10/2021 1:54:49 PM Se conecto con ip:168.196.245.137
5/10/2021 1:55:18 PM Se conecto con ip:168.196.245.137
5/10/2021 1:56:09 PM Se conecto con ip:168.196.245.137
5/10/2021 1:57:45 PM Se conecto con ip:168.196.245.137
5/10/2021 1:59:22 PM Se conecto con ip:168.196.245.137
5/10/2021 1:59:29 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 1:59:32 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 2:00:14 PM Se conecto con ip:168.196.245.137
5/10/2021 2:02:09 PM Se conecto con ip:168.196.245.137
5/10/2021 3:36:46 PM Se conecto con ip:168.196.245.137
5/10/2021 3:37:34 PM Se conecto con ip:168.196.245.137
5/10/2021 3:43:36 PM Se conecto con ip:168.196.245.137
5/10/2021 3:47:58 PM Se conecto con ip:168.196.245.137
5/10/2021 4:02:38 PM Se conecto con ip:168.196.245.137
5/10/2021 4:14:24 PM Se conecto con ip:168.196.245.137
5/10/2021 4:14:38 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/10/2021 4:20:19 PM Se conecto con ip:168.196.245.137
5/10/2021 4:20:24 PM Agarro:1 Objeto:Espada Mata Dragones
5/10/2021 4:22:10 PM Se conecto con ip:168.196.245.137
5/10/2021 4:22:20 PM Tiro cantidad:1 Objeto:Espada Mata Dragones NatOs
5/10/2021 4:22:21 PM Agarro:1 Objeto:Espada Mata Dragones NatOs
5/10/2021 4:22:24 PM Tiro cantidad:1 Objeto:Espada Mata Dragones NatOs
5/10/2021 4:22:26 PM Agarro:1 Objeto:Espada Mata Dragones NatOs
5/10/2021 4:22:28 PM Tiro cantidad:1 Objeto:Espada Mata Dragones NatOs
5/10/2021 4:22:31 PM Agarro:1 Objeto:Espada Mata Dragones NatOs
5/10/2021 4:23:33 PM Se conecto con ip:168.196.245.137
5/10/2021 4:24:59 PM Se conecto con ip:168.196.245.137
5/10/2021 4:28:54 PM Se conecto con ip:168.196.245.137
5/10/2021 4:33:53 PM Se conecto con ip:168.196.245.137
5/10/2021 4:36:00 PM Se conecto con ip:168.196.245.137
5/10/2021 4:37:50 PM Se conecto con ip:168.196.245.137
5/10/2021 4:41:10 PM Se conecto con ip:168.196.245.137
5/10/2021 4:42:46 PM Se conecto con ip:168.196.245.137
5/10/2021 8:03:43 PM Se conecto con ip:168.196.245.137
5/10/2021 8:03:51 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:03:53 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:07:56 PM Se conecto con ip:168.196.245.137
5/10/2021 8:07:58 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:07:59 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:08:00 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:08:00 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:08:01 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:08:02 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:08:02 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:08:03 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:08:04 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:08:05 PM /TELEPLOC a x:0 Y:0 Map:1
5/10/2021 8:08:57 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:08:58 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:08:58 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:08:59 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:00 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:01 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:01 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:02 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:02 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:03 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:04 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:05 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:06 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:06 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:07 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:07 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:08 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:08 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:09 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:09 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:10 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:11 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:18 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:19 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:20 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:09:20 PM /TELEPLOC a x:221 Y:1271 Map:1
5/10/2021 8:13:40 PM Se conecto con ip:168.196.245.137
5/10/2021 8:14:50 PM Tiro cantidad:10000 Objeto:Monedas de Oro
5/10/2021 8:14:54 PM Tiro cantidad:10000 Objeto:Monedas de Oro
5/10/2021 8:14:57 PM Tiro cantidad:10000 Objeto:Monedas de Oro
5/10/2021 8:15:27 PM Transportó a benjamin hacia Mapa1 X:188 Y:1228
5/10/2021 8:18:41 PM Se conecto con ip:168.196.245.137
5/10/2021 8:23:01 PM Se conecto con ip:168.196.245.137
5/10/2021 8:23:44 PM Transportó a deidhara hacia Mapa1 X:50 Y:50
5/10/2021 8:23:46 PM /TELEPLOC a x:89 Y:19 Map:1
5/10/2021 8:23:48 PM /TELEPLOC a x:89 Y:19 Map:1
5/10/2021 8:24:18 PM Transportó a benjamin hacia Mapa1 X:310 Y:225
5/10/2021 8:27:23 PM /TELEPLOC a x:89 Y:19 Map:1
5/10/2021 8:27:38 PM Transportó a benjamin hacia Mapa1 X:225 Y:312
5/10/2021 8:27:46 PM /TELEPLOC a x:89 Y:19 Map:1
5/10/2021 8:27:59 PM Transportó a benjamin hacia Mapa1 X:225 Y:397
5/10/2021 8:28:09 PM Resucito a benjamin
5/10/2021 8:28:28 PM Agarro:1289 Objeto:Monedas de Oro
5/10/2021 10:10:47 PM Se conecto con ip:168.196.245.137
5/10/2021 10:15:24 PM Se conecto con ip:168.196.245.137
5/10/2021 10:16:46 PM Se conecto con ip:168.196.245.137
5/10/2021 10:18:07 PM Se conecto con ip:168.196.245.137
5/10/2021 10:18:36 PM /TELEPLOC a x:243 Y:407 Map:1
5/10/2021 10:18:37 PM /TELEPLOC a x:243 Y:407 Map:1
5/10/2021 10:18:38 PM /TELEPLOC a x:243 Y:407 Map:1
5/10/2021 10:18:41 PM /TELEPLOC a x:243 Y:407 Map:1
5/10/2021 10:20:35 PM Se conecto con ip:168.196.245.137
5/10/2021 10:22:46 PM Se conecto con ip:168.196.245.137
5/10/2021 10:36:14 PM Se conecto con ip:168.196.245.137
5/10/2021 10:36:50 PM /TELEPLOC a x:310 Y:903 Map:1
5/10/2021 10:36:53 PM /TELEPLOC a x:310 Y:903 Map:1
5/10/2021 10:36:55 PM /TELEPLOC a x:310 Y:903 Map:1
5/10/2021 10:36:56 PM /TELEPLOC a x:310 Y:903 Map:1
5/10/2021 10:36:57 PM /TELEPLOC a x:310 Y:903 Map:1
5/10/2021 10:36:59 PM /TELEPLOC a x:310 Y:903 Map:1
5/10/2021 10:39:17 PM Se conecto con ip:168.196.245.137
5/10/2021 10:39:27 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:28 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:28 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:29 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:29 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:30 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:30 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:31 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:32 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:33 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:46 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:47 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:49 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:50 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:50 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:51 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:39:55 PM /TELEPLOC a x:50 Y:73 Map:8
5/10/2021 10:55:11 PM Se conecto con ip:168.196.245.137
5/10/2021 11:02:28 PM Se conecto con ip:168.196.245.137
5/10/2021 11:07:07 PM Se conecto con ip:168.196.245.137
5/10/2021 11:14:14 PM Se conecto con ip:168.196.245.137
5/10/2021 11:20:29 PM Se conecto con ip:168.196.245.137
5/10/2021 11:22:46 PM Se conecto con ip:168.196.245.137
5/10/2021 11:28:44 PM Se conecto con ip:168.196.245.137
5/10/2021 11:34:14 PM Se conecto con ip:168.196.245.137
5/11/2021 12:32:29 AM Se conecto con ip:168.196.245.137
5/11/2021 12:44:13 AM Se conecto con ip:168.196.245.137
5/11/2021 12:48:03 AM Se conecto con ip:168.196.245.137
5/11/2021 12:49:30 AM Se conecto con ip:168.196.245.137
5/11/2021 12:50:36 AM Se conecto con ip:168.196.245.137
5/11/2021 12:51:21 AM Se conecto con ip:168.196.245.137
5/11/2021 10:21:06 PM Se conecto con ip:168.196.245.137
5/11/2021 10:38:58 PM Se conecto con ip:168.196.245.137
5/11/2021 10:43:58 PM Se conecto con ip:168.196.245.137
5/11/2021 10:45:02 PM Tiro cantidad:1 Objeto:Espada Mata Dragones
5/11/2021 10:45:05 PM Agarro:1 Objeto:Espada Mata Dragones
5/11/2021 10:45:20 PM /TELEPLOC a x:270 Y:869 Map:8
5/11/2021 10:45:20 PM /TELEPLOC a x:270 Y:869 Map:8
5/11/2021 10:45:21 PM /TELEPLOC a x:270 Y:869 Map:8
5/11/2021 10:45:22 PM /TELEPLOC a x:270 Y:869 Map:8
5/11/2021 10:45:22 PM /TELEPLOC a x:270 Y:869 Map:8
5/11/2021 10:45:23 PM /TELEPLOC a x:270 Y:869 Map:8
5/11/2021 10:45:24 PM /TELEPLOC a x:270 Y:869 Map:8
5/11/2021 10:45:25 PM /TELEPLOC a x:270 Y:869 Map:8
5/11/2021 10:45:26 PM /TELEPLOC a x:270 Y:869 Map:8
5/11/2021 10:47:29 PM Se conecto con ip:168.196.245.137
5/11/2021 11:15:58 PM Se conecto con ip:168.196.245.137
5/11/2021 11:16:58 PM Se conecto con ip:168.196.245.137
5/11/2021 11:28:04 PM Se conecto con ip:168.196.245.137
5/11/2021 11:29:06 PM Se conecto con ip:168.196.245.137
5/11/2021 11:32:27 PM Se conecto con ip:168.196.245.137
5/11/2021 11:48:33 PM Se conecto con ip:168.196.245.137
5/11/2021 11:50:27 PM Se conecto con ip:168.196.245.137
5/11/2021 11:54:32 PM Se conecto con ip:168.196.245.137
5/11/2021 11:58:35 PM Se conecto con ip:168.196.245.137
5/12/2021 12:03:39 AM Se conecto con ip:168.196.245.137
5/12/2021 12:13:28 AM Se conecto con ip:168.196.245.137
5/12/2021 12:17:49 AM Se conecto con ip:168.196.245.137
5/12/2021 12:29:45 AM Se conecto con ip:168.196.245.137
5/12/2021 12:32:24 AM Se conecto con ip:168.196.245.137
5/12/2021 12:38:58 AM Se conecto con ip:168.196.245.137
5/12/2021 12:40:13 AM Se conecto con ip:168.196.245.137
5/12/2021 12:42:45 AM Se conecto con ip:168.196.245.137
5/12/2021 12:54:19 AM Se conecto con ip:168.196.245.137
5/12/2021 1:00:11 AM Se conecto con ip:168.196.245.137
5/12/2021 1:02:39 AM Se conecto con ip:168.196.245.137
5/12/2021 1:03:22 AM Se conecto con ip:168.196.245.137
5/12/2021 1:08:29 AM Se conecto con ip:168.196.245.137
5/12/2021 1:11:10 AM Se conecto con ip:168.196.245.137
5/12/2021 1:25:14 AM Se conecto con ip:168.196.245.137
5/12/2021 1:26:16 AM Se conecto con ip:168.196.245.137
5/12/2021 1:28:25 AM Se conecto con ip:168.196.245.137
5/12/2021 1:29:16 AM Se conecto con ip:168.196.245.137
5/12/2021 1:30:14 AM Se conecto con ip:168.196.245.137
5/12/2021 1:31:35 AM Se conecto con ip:168.196.245.137
5/12/2021 1:34:20 AM Se conecto con ip:168.196.245.137
5/12/2021 1:40:24 AM Se conecto con ip:168.196.245.137
5/12/2021 1:44:09 AM Se conecto con ip:168.196.245.137
5/12/2021 1:47:50 AM Se conecto con ip:168.196.245.137
5/12/2021 2:03:36 AM Se conecto con ip:168.196.245.137
5/12/2021 2:04:24 AM Se conecto con ip:168.196.245.137
5/12/2021 2:05:03 AM Se conecto con ip:168.196.245.137
5/12/2021 11:41:01 AM Se conecto con ip:168.196.245.137
5/12/2021 11:53:24 AM Se conecto con ip:168.196.245.137
5/12/2021 11:56:41 AM Se conecto con ip:168.196.245.137
5/12/2021 11:58:29 AM Se conecto con ip:168.196.245.137
5/12/2021 11:59:20 AM Se conecto con ip:168.196.245.137
5/12/2021 12:02:30 PM Se conecto con ip:168.196.245.137
5/12/2021 12:04:03 PM Se conecto con ip:168.196.245.137
5/12/2021 12:26:46 PM Se conecto con ip:168.196.245.137
5/12/2021 12:37:48 PM Se conecto con ip:168.196.245.137
5/12/2021 12:43:06 PM Se conecto con ip:168.196.245.137
5/12/2021 12:47:24 PM Se conecto con ip:168.196.245.137
5/12/2021 12:51:39 PM Se conecto con ip:168.196.245.137
5/12/2021 12:57:26 PM Se conecto con ip:168.196.245.137
5/12/2021 12:59:45 PM Se conecto con ip:168.196.245.137
5/12/2021 1:01:56 PM Se conecto con ip:168.196.245.137
5/12/2021 1:11:42 PM Se conecto con ip:168.196.245.137
5/12/2021 1:12:22 PM Se conecto con ip:168.196.245.137
5/12/2021 1:13:05 PM Se conecto con ip:168.196.245.137
5/12/2021 1:20:11 PM Se conecto con ip:168.196.245.137
5/12/2021 1:25:47 PM Se conecto con ip:168.196.245.137
5/12/2021 1:43:17 PM Se conecto con ip:168.196.245.137
5/12/2021 1:50:42 PM Se conecto con ip:168.196.245.137
5/12/2021 1:57:25 PM Se conecto con ip:168.196.245.137
5/12/2021 2:03:20 PM Se conecto con ip:168.196.245.137
5/12/2021 2:08:49 PM Se conecto con ip:168.196.245.137
5/12/2021 2:12:49 PM Se conecto con ip:168.196.245.137
5/12/2021 2:16:19 PM Se conecto con ip:168.196.245.137
5/12/2021 2:16:38 PM Se conecto con ip:168.196.245.137
5/12/2021 2:35:33 PM Se conecto con ip:168.196.245.137
5/12/2021 2:45:47 PM Se conecto con ip:168.196.245.137
5/12/2021 2:51:48 PM Se conecto con ip:168.196.245.137
5/12/2021 3:27:20 PM Se conecto con ip:168.196.245.137
5/12/2021 3:27:28 PM Transportó a deidhara hacia Mapa1 X:50 Y:50
5/12/2021 3:27:32 PM /TELEPLOC a x:0 Y:0 Map:1
5/12/2021 3:47:19 PM Se conecto con ip:168.196.245.137
5/12/2021 3:50:32 PM Se conecto con ip:168.196.245.137
5/12/2021 3:53:45 PM Se conecto con ip:168.196.245.137
5/12/2021 3:58:25 PM Se conecto con ip:168.196.245.137
5/12/2021 4:03:29 PM Se conecto con ip:168.196.245.137
5/12/2021 4:09:48 PM Se conecto con ip:168.196.245.137
5/12/2021 4:14:12 PM Se conecto con ip:168.196.245.137
5/12/2021 4:19:26 PM Se conecto con ip:168.196.245.137
5/12/2021 4:24:44 PM Se conecto con ip:168.196.245.137
5/12/2021 4:47:55 PM Se conecto con ip:168.196.245.137
5/12/2021 4:57:37 PM Se conecto con ip:168.196.245.137
5/12/2021 5:00:24 PM Se conecto con ip:168.196.245.137
5/12/2021 5:11:39 PM Se conecto con ip:168.196.245.137
5/12/2021 5:14:40 PM Se conecto con ip:168.196.245.137
5/12/2021 5:23:20 PM Se conecto con ip:168.196.245.137
5/12/2021 5:33:52 PM Se conecto con ip:168.196.245.137
5/12/2021 5:43:36 PM Se conecto con ip:168.196.245.137
5/12/2021 5:47:06 PM Se conecto con ip:168.196.245.137
5/12/2021 5:49:51 PM Se conecto con ip:168.196.245.137
5/12/2021 5:52:27 PM Se conecto con ip:168.196.245.137
5/12/2021 6:07:40 PM Se conecto con ip:168.196.245.137
5/12/2021 6:43:23 PM Se conecto con ip:168.196.245.137
5/12/2021 6:44:34 PM Se conecto con ip:168.196.245.137
5/12/2021 6:48:56 PM Se conecto con ip:168.196.245.137
5/12/2021 6:54:15 PM Se conecto con ip:168.196.245.137
5/12/2021 6:56:28 PM Se conecto con ip:168.196.245.137
5/12/2021 6:58:23 PM Se conecto con ip:168.196.245.137
5/12/2021 6:59:28 PM Se conecto con ip:168.196.245.137
5/12/2021 7:35:17 PM Se conecto con ip:168.196.245.137
5/12/2021 7:45:29 PM Se conecto con ip:168.196.245.137
5/12/2021 7:48:13 PM Se conecto con ip:168.196.245.137
5/12/2021 7:49:57 PM Se conecto con ip:168.196.245.137
5/12/2021 7:53:49 PM Se conecto con ip:168.196.245.137
5/12/2021 7:55:06 PM Se conecto con ip:168.196.245.137
5/12/2021 7:57:38 PM Se conecto con ip:168.196.245.137
5/12/2021 8:05:17 PM Se conecto con ip:168.196.245.137
5/12/2021 8:09:30 PM Se conecto con ip:168.196.245.137
5/12/2021 8:15:11 PM Se conecto con ip:168.196.245.137
5/12/2021 8:16:44 PM Se conecto con ip:168.196.245.137
5/12/2021 8:21:48 PM Se conecto con ip:168.196.245.137
5/12/2021 8:34:42 PM Se conecto con ip:168.196.245.137
5/12/2021 8:35:49 PM /TELEPLOC a x:293 Y:294 Map:1
5/12/2021 8:42:45 PM Se conecto con ip:168.196.245.137
5/12/2021 8:45:26 PM Se conecto con ip:168.196.245.137
5/12/2021 8:46:08 PM Se conecto con ip:168.196.245.137
5/12/2021 8:46:54 PM Se conecto con ip:168.196.245.137
5/12/2021 8:47:46 PM Se conecto con ip:168.196.245.137
5/12/2021 8:54:53 PM Se conecto con ip:168.196.245.137
5/12/2021 8:56:32 PM Se conecto con ip:168.196.245.137
5/12/2021 8:56:46 PM /TELEPLOC a x:248 Y:432 Map:1
5/12/2021 8:56:48 PM /TELEPLOC a x:248 Y:432 Map:1
5/12/2021 8:56:50 PM /TELEPLOC a x:248 Y:432 Map:1
5/12/2021 8:56:54 PM /TELEPLOC a x:248 Y:432 Map:1
5/12/2021 8:56:57 PM /TELEPLOC a x:248 Y:432 Map:1
5/12/2021 8:56:59 PM /TELEPLOC a x:248 Y:432 Map:1
5/12/2021 8:57:04 PM /TELEPLOC a x:368 Y:1180 Map:1
5/12/2021 8:57:07 PM /TELEPLOC a x:368 Y:1180 Map:1
5/12/2021 9:10:46 PM Se conecto con ip:168.196.245.137
5/12/2021 9:13:28 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:13:31 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:13:34 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:13:36 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:13:55 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:13:56 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:13:59 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:14:04 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:14:07 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:14:09 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:14:12 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:14:13 PM /TELEPLOC a x:566 Y:1418 Map:1
5/12/2021 9:14:15 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:18 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:19 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:21 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:23 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:26 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:29 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:30 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:31 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:31 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:32 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:32 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:33 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:33 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:33 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:34 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:37 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:37 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:37 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:38 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:38 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:39 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:39 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:41 PM /TELEPLOC a x:284 Y:330 Map:1
5/12/2021 9:14:41 PM /TELEPLOC a x:284 Y:330 Map:1
